C_hat,D_hat,G_hat,N_gamma,N_star_theory,P_T,P_T_est,S_scalar,acc,accountant,avg_regret,avg_regret_with_noise,base_eta_t,c_hat,comparator_type,cum_regret,cum_regret_with_noise,d_norm,delta_step_theory,delta_total,drift_boost_remaining,drift_flag,eps_remaining,eps_spent,eps_step_theory,eta_t,event,event_id,event_type,events_seen,is_calibrated,lambda_est,lambda_raw,m_capacity,m_used,noise_regret_cum,noise_regret_increment,op,pair_admitted,pair_damped,path_regret_increment,regret,regret_dynamic,regret_increment,regret_path_term,regret_static_term,rho_remaining,rho_spent,rho_step,sample_id,sc_active,sc_stable,segment_id,sens_delete,sigma_step,sigma_step_theory,static_oracle_norm,static_regret_increment,x_norm
,,,,,0.0,0.0,184196.24225572703,6.624509648452622,eps_delta,0.0,0.0,0.0023300198290399587,,static,0.0,0.0,1.103950479199786,,1e-05,0,False,1.0,0.0,,0.0023300198290399587,347,347,calibrate,0,False,15.84354597236786,15.961957736100885,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000347,False,348,0,,,,,0.0,4.25722074508667
,,,,,0.0,0.0,184428.9002779196,3.876948808776179,eps_delta,0.0,0.0,0.0023285496991497885,,static,0.0,0.0,0.8977415149121691,,1e-05,0,False,1.0,0.0,,0.0023285496991497885,348,348,calibrate,0,False,15.728953239225032,14.697618640939565,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000348,False,349,0,,,,,0.0,3.9342238903045654
,,,,,0.0,0.0,184495.8190011914,2.5461713905725585,eps_delta,0.0,0.0,0.0023281273651747083,,static,0.0,0.0,0.5264847294667804,,1e-05,0,False,1.0,0.0,,0.0023281273651747083,349,349,calibrate,0,False,15.130216352884906,9.741584375823768,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000349,False,350,0,,,,,0.0,3.2126662731170654
,,,,,0.0,0.0,184561.46440742156,1.375362417554902,eps_delta,0.0,0.0,0.002327713290493972,,static,0.0,0.0,0.833372759520721,,1e-05,0,False,1.0,0.0,,0.002327713290493972,350,350,calibrate,0,False,16.966943436129107,33.497487185326925,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000350,False,351,0,,,,,0.0,5.89103889465332
,,,,,0.0,0.0,184637.71995054767,2.065747744087499,eps_delta,0.0,0.0,0.0023272325670208277,,static,0.0,0.0,0.3941542513095153,,1e-05,0,False,1.0,0.0,,0.0023272325670208277,351,351,calibrate,0,False,16.510085899956184,12.398368074399858,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000351,False,352,0,,,,,0.0,4.227299690246582
,,,,,0.0,0.0,185228.70657843075,5.530945058738714,eps_delta,0.0,0.0,0.002323516992483008,,static,0.0,0.0,1.5838183194202085,,1e-05,0,False,1.0,0.0,,0.002323516992483008,352,352,calibrate,0,False,16.53352450192064,16.74447191960071,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000352,False,353,0,,,,,0.0,4.395364761352539
,,,,,0.0,0.0,185419.78942140963,3.7577549107997754,eps_delta,0.0,0.0,0.0023223194431839975,,static,0.0,0.0,0.7381246454917368,,1e-05,0,False,1.0,0.0,,0.0023223194431839975,353,353,calibrate,0,False,16.192766113958204,13.12594062229628,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000353,False,354,0,,,,,0.0,3.6786551475524902
,,,,,0.0,0.0,186086.93990577073,5.124822556481355,eps_delta,0.0,0.0,0.002318152767946505,,static,0.0,0.0,2.0479136142348286,,1e-05,0,False,1.0,0.0,,0.002318152767946505,354,354,calibrate,0,False,16.497450373191437,19.23960870629053,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000354,False,355,0,,,,,0.0,5.0400261878967285
,,,,,0.0,0.0,186320.90061825543,3.5817180030907636,eps_delta,0.0,0.0,0.0023166968737447346,,static,0.0,0.0,0.6663961522884834,,1e-05,0,False,1.0,0.0,,0.0023166968737447346,355,355,calibrate,0,False,16.561193747929018,17.134884120567246,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000355,False,356,0,,,,,0.0,4.270520210266113
,,,,,0.0,0.0,186759.27755769467,3.7712104289079775,eps_delta,0.0,0.0,0.002313976304340642,,static,0.0,0.0,1.0725484570013881,,1e-05,0,False,1.0,0.0,,0.002313976304340642,356,356,calibrate,0,False,17.488351082750825,25.83276709614707,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000356,False,357,0,,,,,0.0,5.551973342895508
,,,,,0.0,0.0,186782.99546263632,1.4421215274861594,eps_delta,0.0,0.0,0.002313829384080949,,static,0.0,0.0,0.19307013430732042,,1e-05,0,False,1.0,0.0,,0.002313829384080949,357,357,calibrate,0,False,16.722435883016125,9.829199085403816,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000357,False,358,0,,,,,0.0,3.3771555423736572
,,,,,0.0,0.0,186879.01248629534,2.478061535050444,eps_delta,0.0,0.0,0.0023132348936884106,,static,0.0,0.0,1.0634550771141646,,1e-05,0,False,1.0,0.0,,0.0023132348936884106,358,358,calibrate,0,False,16.428785666448587,13.785933717340745,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000358,False,359,0,,,,,0.0,3.9542553424835205
,,,,,0.0,0.0,186995.71194318752,2.402179410362435,eps_delta,0.0,0.0,0.002312512964335305,,static,0.0,0.0,0.7082857146802051,,1e-05,0,False,1.0,0.0,,0.002312512964335305,359,359,calibrate,0,False,16.518122999967694,17.322159001639683,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000359,False,360,0,,,,,0.0,4.4970808029174805
,,,,,0.0,0.0,187210.0901575835,3.4773495329091895,eps_delta,0.0,0.0,0.002311188531434574,,static,0.0,0.0,0.7604543380543982,,1e-05,0,False,1.0,0.0,,0.002311188531434574,360,360,calibrate,0,False,16.508240717468766,16.419300174978385,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000360,False,361,0,,,,,0.0,4.210604667663574
,,,,,0.0,0.0,187539.926034646,4.823386140031835,eps_delta,0.0,0.0,0.002309155235413281,,static,0.0,0.0,1.0532080772925605,,1e-05,0,False,1.0,0.0,,0.002309155235413281,361,361,calibrate,0,False,16.23144611622069,13.740294704988,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000361,False,362,0,,,,,0.0,3.7653422355651855
,,,,,0.0,0.0,187992.43788419102,3.960939424000273,eps_delta,0.0,0.0,0.002306374406364103,,static,0.0,0.0,1.6111588508065386,,1e-05,0,False,1.0,0.0,,0.002306374406364103,362,362,calibrate,0,False,17.26618810021623,26.5788659561761,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000362,False,363,0,,,,,0.0,5.370616912841797
,,,,,0.0,0.0,188203.572167135,3.656889284811382,eps_delta,0.0,0.0,0.0023050803518760627,,static,0.0,0.0,0.7501340584767875,,1e-05,0,False,1.0,0.0,,0.0023050803518760627,363,363,calibrate,0,False,16.739450419435606,11.998811292410005,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000363,False,364,0,,,,,0.0,3.973339557647705
,,,,,0.0,0.0,188284.96543923108,2.4242250210593084,eps_delta,0.0,0.0,0.0023045820690937094,,static,0.0,0.0,0.7623355801435083,,1e-05,0,False,1.0,0.0,,0.0023045820690937094,364,364,calibrate,0,False,16.159242761980085,10.93737384488039,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000364,False,365,0,,,,,0.0,3.7214317321777344
,,,,,0.0,0.0,188903.06555881017,5.200406979768998,eps_delta,0.0,0.0,0.002300808626915003,,static,0.0,0.0,2.065939541015081,,1e-05,0,False,1.0,0.0,,0.002300808626915003,365,365,calibrate,0,False,16.563968741991577,20.206502562094986,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000365,False,366,0,,,,,0.0,4.7807135581970215
,,,,,0.0,0.0,190360.79737491172,8.593870780907315,eps_delta,0.0,0.0,0.0022919822098625164,,static,0.0,0.0,1.8790153484956496,,1e-05,0,False,1.0,0.0,,0.0022919822098625164,366,366,calibrate,0,False,16.544928107256432,16.37356239464012,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000366,False,367,0,,,,,0.0,4.442767143249512
,,,,,0.0,0.0,190463.95271134746,2.0493539826156475,eps_delta,0.0,0.0,0.0022913614566597816,,static,0.0,0.0,0.5201439030790862,,1e-05,0,False,1.0,0.0,,0.0022913614566597816,367,367,calibrate,0,False,17.26215862195634,23.71723325425548,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000367,False,368,0,,,,,0.0,4.955933570861816
,,,,,0.0,0.0,193201.57665105583,12.340431341803486,eps_delta,0.0,0.0,0.002275069492883117,,static,0.0,0.0,3.249710223467897,,1e-05,0,False,1.0,0.0,,0.002275069492883117,368,368,calibrate,0,False,16.86036514098617,13.244223812254655,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000368,False,369,0,,,,,0.0,4.23992919921875
,,,,,0.0,0.0,193546.78856634712,4.603352148994382,eps_delta,0.0,0.0,0.0022730396694516306,,static,0.0,0.0,1.171508743745352,,1e-05,0,False,1.0,0.0,,0.0022730396694516306,369,369,calibrate,0,False,16.581011744817147,14.066831179295937,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000369,False,370,0,,,,,0.0,4.036186218261719
,,,,,0.0,0.0,194408.9163829115,6.282703303832875,eps_delta,0.0,0.0,0.002267994046631836,,static,0.0,0.0,1.9412578713304143,,1e-05,0,False,1.0,0.0,,0.002267994046631836,370,370,calibrate,0,False,16.895999961677695,19.73089391342264,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000370,False,371,0,,,,,0.0,4.6735148429870605
,,,,,0.0,0.0,194584.06396737497,2.8156537202028713,eps_delta,0.0,0.0,0.002266973091729967,,static,0.0,0.0,0.94744096793093,,1e-05,0,False,1.0,0.0,,0.002266973091729967,371,371,calibrate,0,False,16.857538919637268,16.511389541273417,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000371,False,372,0,,,,,0.0,4.700425624847412
,,,,,0.0,0.0,194661.5313323387,1.861714388641385,eps_delta,0.0,0.0,0.0022665219653410424,,static,0.0,0.0,0.4350100735616042,,1e-05,0,False,1.0,0.0,,0.0022665219653410424,372,372,calibrate,0,False,17.335689272300566,21.63904244627024,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000372,False,373,0,,,,,0.0,4.727611064910889
,,,,,0.0,0.0,194669.36107112718,0.8818405145927876,eps_delta,0.0,0.0,0.002266476384327947,,static,0.0,0.0,0.16379637689891197,,1e-05,0,False,1.0,0.0,,0.002266476384327947,373,373,calibrate,0,False,16.438797205721883,8.366768606513723,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000373,False,374,0,,,,,0.0,3.17289662361145
,,,,,0.0,0.0,194802.52458050242,2.456288976642826,eps_delta,0.0,0.0,0.00226570159060839,,static,0.0,0.0,1.1403665661739042,,1e-05,0,False,1.0,0.0,,0.00226570159060839,374,374,calibrate,0,False,16.832787568422468,20.378700832727745,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000374,False,375,0,,,,,0.0,4.697968482971191
,,,,,0.0,0.0,195015.35886591682,2.9615148057492644,eps_delta,0.0,0.0,0.0022644648915511674,,static,0.0,0.0,0.7698908373972698,,1e-05,0,False,1.0,0.0,,0.0022644648915511674,375,375,calibrate,0,False,17.399325186700597,22.498163751203766,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000375,False,376,0,,,,,0.0,4.926085472106934
,,,,,0.0,0.0,195120.4099319624,2.1731015133756517,eps_delta,0.0,0.0,0.002263855225759938,,static,0.0,0.0,0.48472876932723225,,1e-05,0,False,1.0,0.0,,0.002263855225759938,376,376,calibrate,0,False,17.808350728446836,21.48958060416298,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000376,False,377,0,,,,,0.0,4.716628551483154
,,,,,0.0,0.0,195177.68153672162,2.0548817649629427,eps_delta,0.0,0.0,0.002263523056289182,,static,0.0,0.0,0.4374691507393491,,1e-05,0,False,1.0,0.0,,0.002263523056289182,377,377,calibrate,0,False,17.296456543035806,12.689408874336548,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000377,False,378,0,,,,,0.0,3.682875871658325
,,,,,0.0,0.0,195855.21016056396,5.051477640929866,eps_delta,0.0,0.0,0.002259604523130643,,static,0.0,0.0,1.8127346644612887,,1e-05,0,False,1.0,0.0,,0.002259604523130643,378,378,calibrate,0,False,18.02655055477658,24.597396660443543,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000378,False,379,0,,,,,0.0,5.152853488922119
,,,,,0.0,0.0,196891.9024320991,7.497086984592374,eps_delta,0.0,0.0,0.0022536479394316767,,static,0.0,0.0,1.84448475154394,,1e-05,0,False,1.0,0.0,,0.0022536479394316767,379,379,calibrate,0,False,17.646992386873467,14.230968875745445,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000379,False,380,0,,,,,0.0,4.29472017288208
,,,,,0.0,0.0,197176.32671053495,3.6228682765049562,eps_delta,0.0,0.0,0.002252021923970526,,static,0.0,0.0,1.2833643542331696,,1e-05,0,False,1.0,0.0,,0.002252021923970526,380,380,calibrate,0,False,17.518009327395184,16.35716179209062,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000380,False,381,0,,,,,0.0,4.655064582824707
,,,,,0.0,0.0,197656.9579626124,5.3172985727551,eps_delta,0.0,0.0,0.002249282200240722,,static,0.0,0.0,1.0265098499813416,,1e-05,0,False,1.0,0.0,,0.002249282200240722,381,381,calibrate,0,False,17.379526046180814,16.133176515251474,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000381,False,382,0,,,,,0.0,4.123023509979248
,,,,,0.0,0.0,197974.02610095235,3.5857399699603856,eps_delta,0.0,0.0,0.0022474802934149296,,static,0.0,0.0,1.4097144099815313,,1e-05,0,False,1.0,0.0,,0.0022474802934149296,382,382,calibrate,0,False,17.730406931879756,20.888334903170243,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000382,False,383,0,,,,,0.0,4.965939044952393
,,,,,0.0,0.0,198494.96184746583,4.463121929356419,eps_delta,0.0,0.0,0.0022445291807303615,,static,0.0,0.0,1.102220155199527,,1e-05,0,False,1.0,0.0,,0.0022445291807303615,383,383,calibrate,0,False,18.24389994189074,22.865337031989565,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000383,False,384,0,,,,,0.0,5.113914489746094
,,,,,0.0,0.0,198847.52764601054,3.4244960058944054,eps_delta,0.0,0.0,0.0022425384712755885,,static,0.0,0.0,0.8943419224920711,,1e-05,0,False,1.0,0.0,,0.0022425384712755885,384,384,calibrate,0,False,19.208405967715787,27.8889602001412,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000384,False,385,0,,,,,0.0,5.483156681060791
,,,,,0.0,0.0,198854.57443509213,0.5644121072331074,eps_delta,0.0,0.0,0.0022424987366211017,,static,0.0,0.0,0.11671988360608919,,1e-05,0,False,1.0,0.0,,0.0022424987366211017,385,385,calibrate,0,False,19.217696732730275,19.30131361786066,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000385,False,386,0,,,,,0.0,4.703578948974609
,,,,,0.0,0.0,199088.51777197554,3.5352443671895606,eps_delta,0.0,0.0,0.0022411808006352397,,static,0.0,0.0,0.7211542463835355,,1e-05,0,False,1.0,0.0,,0.0022411808006352397,386,386,calibrate,0,False,19.087076916605643,17.911498571483943,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000386,False,387,0,,,,,0.0,4.3265767097473145
,,,,,0.0,0.0,199096.87118941784,0.8646714575139829,eps_delta,0.0,0.0,0.0022411337840370976,,static,0.0,0.0,0.1529571772287011,,1e-05,0,False,1.0,0.0,,0.0022411337840370976,387,387,calibrate,0,False,18.25537020197922,10.770009770341396,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000387,False,388,0,,,,,0.0,3.3424041271209717
,,,,,0.0,0.0,199880.11771825518,6.150389313864681,eps_delta,0.0,0.0,0.0022367384412557666,,static,0.0,0.0,2.4432652024199992,,1e-05,0,False,1.0,0.0,,0.0022367384412557666,388,388,calibrate,0,False,18.315757915774913,18.85924733993614,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000388,False,389,0,,,,,0.0,4.550427436828613
,,,,,0.0,0.0,200309.5385137218,4.936257962892929,eps_delta,0.0,0.0,0.0022343396105808733,,static,0.0,0.0,0.9048203985984065,,1e-05,0,False,1.0,0.0,,0.0022343396105808733,389,389,calibrate,0,False,18.095863869016043,16.1168174481862,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000389,False,390,0,,,,,0.0,4.19795036315918
,,,,,0.0,0.0,200354.2434424416,1.6695585792324628,eps_delta,0.0,0.0,0.002234090323209145,,static,0.0,0.0,0.42856955534220853,,1e-05,0,False,1.0,0.0,,0.002234090323209145,390,390,calibrate,0,False,17.7581902987702,14.719128166557592,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000390,False,391,0,,,,,0.0,4.004848957061768
,,,,,0.0,0.0,200385.04145773395,1.720846945325926,eps_delta,0.0,0.0,0.0022339186332681333,,static,0.0,0.0,0.35137285682247066,,1e-05,0,False,1.0,0.0,,0.0022339186332681333,391,391,calibrate,0,False,16.924844493380334,9.424732244871539,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000391,False,392,0,,,,,0.0,3.224879026412964
,,,,,0.0,0.0,200530.35756535025,3.550816274578059,eps_delta,0.0,0.0,0.0022331090720718607,,static,0.0,0.0,1.0779138475744532,,1e-05,0,False,1.0,0.0,,0.0022331090720718607,392,392,calibrate,0,False,16.29599253898223,10.636324949399306,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000392,False,393,0,,,,,0.0,3.3949129581451416
,,,,,0.0,0.0,200548.90656318955,1.019631772191651,eps_delta,0.0,0.0,0.00223300579827721,,static,0.0,0.0,0.34191348733898724,,1e-05,0,False,1.0,0.0,,0.00223300579827721,393,393,calibrate,0,False,16.364459990504294,16.980667054202875,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000393,False,394,0,,,,,0.0,4.223705291748047
,,,,,0.0,0.0,200554.07874916776,0.7936502853780573,eps_delta,0.0,0.0,0.0022329770040591715,,static,0.0,0.0,0.13528098966334437,,1e-05,0,False,1.0,0.0,,0.0022329770040591715,394,394,calibrate,0,False,15.484717838786956,7.567038473330915,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000394,False,395,0,,,,,0.0,2.8653206825256348
,,,,,0.0,0.0,200638.82609836519,2.0013790059622396,eps_delta,0.0,0.0,0.0022325053633681516,,static,0.0,0.0,1.0305045094392025,,1e-05,0,False,1.0,0.0,,0.0022325053633681516,395,395,calibrate,0,False,15.851976325422296,19.157302705140346,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000395,False,396,0,,,,,0.0,4.599776744842529
,,,,,0.0,0.0,200647.97328136826,0.5687477978048517,eps_delta,0.0,0.0,0.002232454474820597,,static,0.0,0.0,0.2088630844879175,,1e-05,0,False,1.0,0.0,,0.002232454474820597,396,396,calibrate,0,False,16.623279889446213,23.565011965661466,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000396,False,397,0,,,,,0.0,5.3176655769348145
,,,,,0.0,0.0,200965.52014059765,3.063449096979175,eps_delta,0.0,0.0,0.002230690019988608,,static,0.0,0.0,1.107302187330328,,1e-05,0,False,1.0,0.0,,0.002230690019988608,397,397,calibrate,0,False,17.78195303200078,28.210011314991885,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000397,False,398,0,,,,,0.0,5.816930770874023
,,,,,0.0,0.0,201133.57149121733,3.482358773653853,eps_delta,0.0,0.0,0.002229757930920451,,static,0.0,0.0,0.640635398468896,,1e-05,0,False,1.0,0.0,,0.002229757930920451,398,398,calibrate,0,False,17.054669640543377,10.50911911742678,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000398,False,399,0,,,,,0.0,3.722612142562866
,,,,,0.0,0.0,201133.57152780142,0.0015144065536050189,eps_delta,0.0,0.0,0.0022297579307176663,,static,0.0,0.0,0.0005161256078744129,,1e-05,0,False,1.0,0.0,,0.0022297579307176663,399,399,calibrate,0,False,16.730605318866495,13.814026423774575,0,0,0.0,0.0,calibrate,False,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000399,False,400,0,,,,,0.0,4.03123664855957
,,,,,0.0,0.0,201561.9520500839,6.049064901334349,eps_delta,0.0,0.0,0.0022273872131494316,,static,0.0,0.0,1.4375581238175137,,1e-05,0,False,1.0,0.0,,0.0022273872131494316,400,400,calibrate,0,False,16.18763915338921,11.300943664093655,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000400,False,401,0,,,,,0.0,3.4215643405914307
,,,,,0.0,0.0,201701.5160990278,3.6344755534400024,eps_delta,0.0,0.0,0.0022266164778152976,,static,0.0,0.0,0.8505651957602864,,1e-05,0,False,1.0,0.0,,0.0022266164778152976,401,401,calibrate,0,False,15.508923156997115,9.400479189468262,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000401,False,402,0,,,,,0.0,3.250394582748413
,,,,,0.0,0.0,201842.20333287353,2.6855112139720276,eps_delta,0.0,0.0,0.0022258403489553422,,static,0.0,0.0,0.9544206363619951,,1e-05,0,False,1.0,0.0,,0.0022258403489553422,402,402,calibrate,0,False,15.554967627088866,15.969367857914612,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000402,False,403,0,,,,,0.0,4.416687965393066
,,,,,0.0,0.0,202113.96995494244,4.03257733760461,eps_delta,0.0,0.0,0.0022243433901029076,,static,0.0,0.0,0.8761921628109011,,1e-05,0,False,1.0,0.0,,0.0022243433901029076,403,403,calibrate,0,False,15.537095875161167,15.376250107811869,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000403,False,404,0,,,,,0.0,4.088085651397705
,,,,,0.0,0.0,202509.06259663505,4.445068432781637,eps_delta,0.0,0.0,0.0022221724977094168,,static,0.0,0.0,1.2237328000464147,,1e-05,0,False,1.0,0.0,,0.0022221724977094168,404,404,calibrate,0,False,15.819974732411367,18.365884447663177,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000404,False,405,0,,,,,0.0,4.47168493270874
,,,,,0.0,0.0,202731.0806187231,3.6222551517584347,eps_delta,0.0,0.0,0.0022209553742919014,,static,0.0,0.0,0.7730050322141948,,1e-05,0,False,1.0,0.0,,0.0022209553742919014,405,405,calibrate,0,False,15.600395596700215,13.624183375299845,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000405,False,406,0,,,,,0.0,4.113550186157227
,,,,,0.0,0.0,202757.2118762221,1.2215752171172913,eps_delta,0.0,0.0,0.0022208122518197395,,static,0.0,0.0,0.34308138885082406,,1e-05,0,False,1.0,0.0,,0.0022208122518197395,406,406,calibrate,0,False,15.669135133182195,16.287790961520017,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000406,False,407,0,,,,,0.0,4.184757232666016
,,,,,0.0,0.0,202923.30703068676,2.971716866844459,eps_delta,0.0,0.0,0.002219903185062825,,static,0.0,0.0,1.1335874709192866,,1e-05,0,False,1.0,0.0,,0.002219903185062825,407,407,calibrate,0,False,15.669171289717857,15.669496698538824,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000407,False,408,0,,,,,0.0,4.336818218231201
,,,,,0.0,0.0,204602.43693505332,8.223119721741522,eps_delta,0.0,0.0,0.0022107752754940606,,static,0.0,0.0,2.07199770270969,,1e-05,0,False,1.0,0.0,,0.0022107752754940606,408,408,calibrate,0,False,16.370301553926218,22.68047393180148,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000408,False,409,0,,,,,0.0,4.983164310455322
,,,,,0.0,0.0,204919.6260917545,4.536243304471858,eps_delta,0.0,0.0,0.002209063615357318,,static,0.0,0.0,0.9999774555378645,,1e-05,0,False,1.0,0.0,,0.002209063615357318,409,409,calibrate,0,False,16.028750563938875,12.954791654052762,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000409,False,410,0,,,,,0.0,3.926171064376831
,,,,,0.0,0.0,206902.6719589898,8.443218598595916,eps_delta,0.0,0.0,0.00219845181026926,,static,0.0,0.0,2.8728813414090357,,1e-05,0,False,1.0,0.0,,0.00219845181026926,410,410,calibrate,0,False,17.034819436644707,26.089439290997195,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000410,False,411,0,,,,,0.0,5.27421760559082
,,,,,0.0,0.0,207684.10963610778,7.335242068231164,eps_delta,0.0,0.0,0.0021943119361833544,,static,0.0,0.0,1.7577240987029725,,1e-05,0,False,1.0,0.0,,0.0021943119361833544,411,411,calibrate,0,False,16.50041182422674,11.690743312465047,0,0,0.0,0.0,calibrate,True,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,linear_000411,False,412,0,,,,,0.0,3.8109982013702393
